email,first_name,last_name,password,role,is_deleted
henry.garcia79@example.com,Henry,Garcia,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
dakota.long80@example.com,Dakota,Long,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
kimberly.parker81@example.com,Kimberly,Parker,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
amanda.nelson82@example.com,Amanda,Nelson,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
dakota.lee83@example.com,Dakota,Lee,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
tracy.rivera84@example.com,Tracy,Rivera,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
amy.marshall85@example.com,Amy,Marshall,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
jessica.thompson86@example.com,Jessica,Thompson,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
samuel.nelson87@example.com,Samuel,Nelson,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
cynthia.lopez88@example.com,Cynthia,Lopez,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
andrew.williams89@example.com,Andrew,Williams,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
natasha.jones90@example.com,Natasha,Jones,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
frederick.sharp91@example.com,Frederick,Sharp,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
samantha.thompson92@example.com,Samantha,Thompson,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
brandon.walsh93@example.com,Brandon,Walsh,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
darius.lawrence94@example.com,Darius,Lawrence,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
meghan.walker95@example.com,Meghan,Walker,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
robert.craig96@example.com,Robert,Craig,$2a$10$jA8NX6H1tdL24vu10zQntOIe2SdCCTQr40G5GAK27z.qEDI3Ds5vS,CUSTOMER,0
